bareme,anciennete,echelle
19787.97,33,301/3
19787.97,34,301/3
19933.44,35,301/3
19933.44,36,301/3
20078.91,37,301/3
20078.91,38,301/3
20224.38,39,301/3
20224.38,40,301/3
20369.85,41,301/3
20369.85,42,301/3
20369.85,43,301/3
20369.85,44,301/3
20369.85,45,301/3
13750.0,0,302/1
13875.74,1,302/1
14001.48,2,302/1
14264.25,3,302/1
14264.25,4,302/1
14555.71,5,302/1
14555.71,6,302/1
14847.17,7,302/1
14847.17,8,302/1
15275.97,9,302/1
15275.97,10,302/1
15536.36,11,302/1
15536.36,12,302/1
15796.75,13,302/1
15796.75,14,302/1
16057.14,15,302/1
16057.14,16,302/1
16317.53,17,302/1
16317.53,18,302/1
16577.92,19,302/1
16577.92,20,302/1
16838.31,21,302/1
16838.31,22,302/1
17098.7,23,302/1
17098.7,24,302/1
17359.09,25,302/1
17359.09,26,302/1
17619.48,27,302/1
17619.48,28,302/1
17879.87,29,302/1
17879.87,30,302/1
18140.26,31,302/1
18140.26,32,302/1
18285.73,33,302/1
18285.73,34,302/1
18431.2,35,302/1
18431.2,36,302/1
18576.67,37,302/1
18576.67,38,302/1
18722.14,39,302/1
18722.14,40,302/1
18867.61,41,302/1
18867.61,42,302/1
18867.61,43,302/1
18867.61,44,302/1
18867.61,45,302/1
14175.63,0,302/2
14301.37,1,302/2
14427.11,2,302/2
14689.88,3,302/2
14689.88,4,302/2
14981.34,5,302/2
14981.34,6,302/2
15272.8,7,302/2
15272.8,8,302/2
15701.6,9,302/2
15701.6,10,302/2
15961.99,11,302/2
15961.99,12,302/2
16222.38,13,302/2
16222.38,14,302/2
16482.77,15,302/2
16482.77,16,302/2
16743.16,17,302/2
16743.16,18,302/2
17003.55,19,302/2
17003.55,20,302/2
17263.94,21,302/2
17263.94,22,302/2
17524.33,23,302/2
17524.33,24,302/2
17784.72,25,302/2
17784.72,26,302/2
18045.11,27,302/2
18045.11,28,302/2
18305.5,29,302/2
18305.5,30,302/2
18565.89,31,302/2
18565.89,32,302/2
18711.36,33,302/2
18711.36,34,302/2
18856.83,35,302/2
18856.83,36,302/2
19002.3,37,302/2
19002.3,38,302/2
19147.77,39,302/2
19147.77,40,302/2
19293.24,41,302/2
19293.24,42,302/2
19293.24,43,302/2
19293.24,44,302/2
19293.24,45,302/2
15252.24,0,302/3
15377.98,1,302/3
15503.72,2,302/3
15766.49,3,302/3
15766.49,4,302/3
16057.95,5,302/3
16057.95,6,302/3
16349.41,7,302/3
16349.41,8,302/3
16778.21,9,302/3
16778.21,10,302/3
17038.6,11,302/3
17038.6,12,302/3
17298.99,13,302/3
17298.99,14,302/3
17559.38,15,302/3
17559.38,16,302/3
17819.77,17,302/3
17819.77,18,302/3
18080.16,19,302/3
18080.16,20,302/3
18340.55,21,302/3
18340.55,22,302/3
18600.94,23,302/3
18600.94,24,302/3
18861.33,25,302/3
18861.33,26,302/3
19121.72,27,302/3
19121.72,28,302/3
19382.11,29,302/3
19382.11,30,302/3
19642.5,31,302/3
19642.5,32,302/3
19787.97,33,302/3
19787.97,34,302/3
19933.44,35,302/3
19933.44,36,302/3
20078.91,37,302/3
20078.91,38,302/3
20224.38,39,302/3
20224.38,40,302/3
20369.85,41,302/3
20369.85,42,302/3
20369.85,43,302/3
20369.85,44,302/3
20369.85,45,302/3
14457.22,0,310/1
14607.45,1,310/1
14757.68,2,310/1
14907.91,3,310/1
14907.91,4,310/1
15168.3,5,310/1
15168.3,6,310/1
15428.69,7,310/1
15428.69,8,310/1
15689.08,9,310/1
15689.08,10,310/1
15949.47,11,310/1
15949.47,12,310/1
16209.86,13,310/1
16209.86,14,310/1
16470.25,15,310/1
16470.25,16,310/1
16730.64,17,310/1
16730.64,18,310/1
16991.03,19,310/1
16991.03,20,310/1
17251.42,21,310/1
17251.42,22,310/1
17511.81,23,310/1
17511.81,24,310/1
17772.2,25,310/1
17772.2,26,310/1
18032.59,27,310/1
18032.59,28,310/1
18292.98,29,310/1
18292.98,30,310/1
18292.98,31,310/1
18292.98,32,310/1
18292.98,33,310/1
18292.98,34,310/1
18431.2,35,310/1
18431.2,36,310/1
18576.67,37,310/1
18576.67,38,310/1
18722.14,39,310/1
18722.14,40,310/1
18867.61,41,310/1
18867.61,42,310/1
18867.61,43,310/1
18867.61,44,310/1
18867.61,45,310/1
14882.85,0,310/2
15033.08,1,310/2
15183.31,2,310/2
15333.54,3,310/2
15333.54,4,310/2
15593.93,5,310/2
15593.93,6,310/2
15854.32,7,310/2
15854.32,8,310/2
16114.71,9,310/2
16114.71,10,310/2
16375.1,11,310/2
16375.1,12,310/2
16635.49,13,310/2
16635.49,14,310/2
16895.88,15,310/2
16895.88,16,310/2
17156.27,17,310/2
17156.27,18,310/2
17416.66,19,310/2
17416.66,20,310/2
17677.05,21,310/2
17677.05,22,310/2
17937.44,23,310/2
17937.44,24,310/2
18197.83,25,310/2
18197.83,26,310/2
18458.22,27,310/2
18458.22,28,310/2
18718.61,29,310/2
18718.61,30,310/2
18718.61,31,310/2
18718.61,32,310/2
18718.61,33,310/2
18718.61,34,310/2
18856.83,35,310/2
18856.83,36,310/2
19002.3,37,310/2
19002.3,38,310/2
19147.77,39,310/2
19147.77,40,310/2
19293.24,41,310/2
19293.24,42,310/2
19293.24,43,310/2
19293.24,44,310/2
19293.24,45,310/2
15959.46,0,310/3
16109.69,1,310/3
16259.92,2,310/3
16410.15,3,310/3
16410.15,4,310/3
16670.54,5,310/3
16670.54,6,310/3
16930.93,7,310/3
16930.93,8,310/3
17191.32,9,310/3
17191.32,10,310/3
17451.71,11,310/3
17451.71,12,310/3
17712.1,13,310/3
17712.1,14,310/3
17972.49,15,310/3
17972.49,16,310/3
18232.88,17,310/3
18232.88,18,310/3
18493.27,19,310/3
18493.27,20,310/3
18753.66,21,310/3
18753.66,22,310/3
19014.05,23,310/3
19014.05,24,310/3
19274.44,25,310/3
19274.44,26,310/3
19534.83,27,310/3
19534.83,28,310/3
19795.22,29,310/3
19795.22,30,310/3
19795.22,31,310/3
19795.22,32,310/3
19795.22,33,310/3
19795.22,34,310/3
19933.44,35,310/3
19933.44,36,310/3
20078.91,37,310/3
20078.91,38,310/3
20224.38,39,310/3
20224.38,40,310/3
20369.85,41,310/3
20369.85,42,310/3
20369.85,43,310/3
20369.85,44,310/3
20369.85,45,310/3
16773.17,0,320/1
16923.4,1,320/1
17073.63,2,320/1
17223.86,3,320/1
17223.86,4,320/1
17484.25,5,320/1
17484.25,6,320/1
17744.64,7,320/1
17744.64,8,320/1
18005.03,9,320/1
18005.03,10,320/1
18265.42,11,320/1
18265.42,12,320/1
18525.81,13,320/1
18525.81,14,320/1
18786.2,15,320/1
18786.2,16,320/1
19046.59,17,320/1
19046.59,18,320/1
19306.98,19,320/1
19306.98,20,320/1
19567.37,21,320/1
19567.37,22,320/1
19827.76,23,320/1
19827.76,24,320/1
20088.15,25,320/1
20088.15,26,320/1
20348.54,27,320/1
20348.54,28,320/1
20608.93,29,320/1
20608.93,30,320/1
20869.32,31,320/1
20869.32,32,320/1
20999.52,33,320/1
20999.52,34,320/1
21129.72,35,320/1
21129.72,36,320/1
21259.92,37,320/1
21259.92,38,320/1
21390.12,39,320/1
21390.12,40,320/1
21520.32,41,320/1
21520.32,42,320/1
21520.32,43,320/1
21520.32,44,320/1
21520.32,45,320/1
17198.81,0,320/2
17349.04,1,320/2
17499.27,2,320/2
17649.5,3,320/2
17649.5,4,320/2
17909.89,5,320/2
17909.89,6,320/2
18170.28,7,320/2
18170.28,8,320/2
18430.67,9,320/2
18430.67,10,320/2
18691.06,11,320/2
18691.06,12,320/2
18951.45,13,320/2
18951.45,14,320/2
19211.84,15,320/2
19211.84,16,320/2
19472.23,17,320/2
19472.23,18,320/2
19732.62,19,320/2
19732.62,20,320/2
19993.01,21,320/2
19993.01,22,320/2
20253.4,23,320/2
20253.4,24,320/2
20513.79,25,320/2
20513.79,26,320/2
20774.18,27,320/2
20774.18,28,320/2
21034.57,29,320/2
21034.57,30,320/2
21294.96,31,320/2
21294.96,32,320/2
21425.16,33,320/2
21425.16,34,320/2
21555.36,35,320/2
21555.36,36,320/2
21685.56,37,320/2
21685.56,38,320/2
21815.76,39,320/2
21815.76,40,320/2
21945.96,41,320/2
21945.96,42,320/2
21945.96,43,320/2
21945.96,44,320/2
21945.96,45,320/2
18275.42,0,320/3
18425.65,1,320/3
18575.88,2,320/3
18726.11,3,320/3
18726.11,4,320/3
18986.5,5,320/3
18986.5,6,320/3
19246.89,7,320/3
19246.89,8,320/3
19507.28,9,320/3
19507.28,10,320/3
19767.67,11,320/3
19767.67,12,320/3
20028.06,13,320/3
20028.06,14,320/3
20288.45,15,320/3
20288.45,16,320/3
20548.84,17,320/3
20548.84,18,320/3
20809.23,19,320/3
20809.23,20,320/3
21069.62,21,320/3
21069.62,22,320/3
21330.01,23,320/3
21330.01,24,320/3
21590.4,25,320/3
21590.4,26,320/3
21850.79,27,320/3
21850.79,28,320/3
22111.18,29,320/3
22111.18,30,320/3
22371.57,31,320/3
22371.57,32,320/3
22501.77,33,320/3
22501.77,34,320/3
22631.97,35,320/3
22631.97,36,320/3
22762.17,37,320/3
22762.17,38,320/3
22892.37,39,320/3
22892.37,40,320/3
23022.57,41,320/3
23022.57,42,320/3
23022.57,43,320/3
23022.57,44,320/3
23022.57,45,320/3
